Image,Angle,Wickelfehler
Spule001_Image0016.jpg,0.8572850844811719,0
Spule001_Image0017.jpg,0.18017006237688885,0
Spule001_Image0018.jpg,0.6008597580644167,0
Spule001_Image0019.jpg,0.0,0
Spule001_Image0020.jpg,0.5964229015220794,0
Spule001_Image0021.jpg,1.0810203400247806,0
Spule001_Image0022.jpg,0.30154559719026625,0
Spule001_Image0023.jpg,0.2969304287714276,0
Spule001_Image0024.jpg,1.515041542887391,0
Spule001_Image0025.jpg,0.18723511085551567,0
Spule001_Image0026.jpg,0.4317122511756965,0
Spule001_Image0027.jpg,0.3330999850915708,0
Spule001_Image0028.jpg,0.8646838161752831,0
Spule001_Image0029.jpg,0.0,0
Spule001_Image0030.jpg,0.2098662028034223,0
Spule001_Image0031.jpg,0.290839021578235,0
Spule001_Image0032.jpg,0.5354122273934816,0
Spule001_Image0033.jpg,0.4626385991241402,0
Spule001_Image0034.jpg,0.3805203979550813,0
Spule001_Image0035.jpg,0.18188586447190688,0
Spule001_Image0036.jpg,0.2677294927822669,0
Spule001_Image0037.jpg,0.3292715887818015,0
Spule001_Image0038.jpg,0.0,0
Spule001_Image0039.jpg,0.5984325091341007,0
Spule001_Image0040.jpg,0.0,0
Spule001_Image0041.jpg,0.5354122273934816,0
Spule001_Image0042.jpg,0.17848632852151125,0
Spule001_Image0043.jpg,0.20316885889173197,0
Spule001_Image0044.jpg,0.5828794018779342,0
Spule001_Image0045.jpg,0.6852394014905427,0
Spule001_Image0046.jpg,0.0,0
Spule001_Image0047.jpg,0.3839656435210374,0
Spule001_Image0048.jpg,0.3182967879817432,0
Spule001_Image0049.jpg,0.3569726570430225,0
Spule001_Image0050.jpg,0.1909795658944953,0
Spule001_Image0051.jpg,0.20103039812684412,0
Spule001_Image0052.jpg,0.2836332049289672,0
Spule001_Image0053.jpg,0.17848632852151125,0
Spule001_Image0054.jpg,0.3080299541996151,0
Spule001_Image0055.jpg,0.21219785865449547,0
Spule001_Image0056.jpg,0.3292715887818015,0
Spule001_Image0057.jpg,0.5354122273934816,0
Spule001_Image0058.jpg,0.2677294927822669,0
Spule001_Image0059.jpg,0.2098662028034223,0
Spule001_Image0060.jpg,0.2984047256145886,0
Spule001_Image0061.jpg,0.196885738215557,0
Spule001_Image0062.jpg,0.30154559719026625,0
Spule001_Image0063.jpg,0.16276509505737155,0
Spule001_Image0064.jpg,0.3080299541996151,0
Spule001_Image0065.jpg,0.579107336385426,0
Spule001_Image0066.jpg,0.0,0
Spule001_Image0067.jpg,0.3182967879817432,0
Spule001_Image0068.jpg,0.2677294927822669,0
Spule001_Image0069.jpg,0.13386474639113344,0
Spule001_Image0070.jpg,0.1418166024644836,0
Spule001_Image0071.jpg,0.0,0
Spule001_Image0072.jpg,0.304753288337598,0
Spule001_Image0073.jpg,0.27282879670786025,0
Spule001_Image0074.jpg,0.0,0
Spule001_Image0075.jpg,0.20316885889173197,0
Spule001_Image0076.jpg,0.0,0
Spule001_Image0077.jpg,0.13641439835393013,0
Spule001_Image0078.jpg,0.1492023628072943,0
Spule001_Image0079.jpg,0.0,0
Spule001_Image0080.jpg,0.2923152603525889,0
Spule001_Image0081.jpg,0.0,0
Spule001_Image0082.jpg,0.0,0
Spule001_Image0083.jpg,0.0,0
Spule001_Image0084.jpg,0.0,0
Spule001_Image0085.jpg,0.27282879670786025,0
Spule001_Image0086.jpg,0.3901192014128223,0
Spule001_Image0087.jpg,0.0,1
Spule001_Image0089.jpg,0.8261523388256538,0
Spule001_Image0090.jpg,0.5728814190875516,0
Spule001_Image0092.jpg,0.2480197342962365,1
Spule001_Image0093.jpg,0.20103039812684412,0
Spule001_Image0094.jpg,0.0,0
Spule001_Image0095.jpg,0.0,1
Spule001_Image0096.jpg,0.0,1
Spule001_Image0097.jpg,0.2480197342962365,1
Spule001_Image0098.jpg,0.3255301901147431,0
Spule001_Image0099.jpg,1.015694072206874,1
Spule001_Image0100.jpg,0.8434421815930967,1
Spule001_Image0101.jpg,0.0,0
Spule001_Image0102.jpg,1.2195517527305983,0
Spule001_Image0103.jpg,1.11634958765791,1
Spule001_Image0104.jpg,1.4453665485581246,0
Spule001_Image0105.jpg,1.4502162909334284,0
Spule001_Image0106.jpg,1.3721408025236852,0
Spule001_Image0107.jpg,0.0,1
Spule001_Image0108.jpg,0.0,1
Spule001_Image0109.jpg,0.16850922449612635,0
Spule001_Image0110.jpg,0.0,0
Spule001_Image0111.jpg,0.0,1
Spule001_Image0112.jpg,0.21219785865449547,1
Spule001_Image0113.jpg,0.0,0
Spule001_Image0114.jpg,0.13906305677016811,0
Spule001_Image0115.jpg,0.0,1
Spule001_Image0116.jpg,0.0,1
Spule001_Image0117.jpg,0.0,0
Spule001_Image0118.jpg,0.0,0
Spule001_Image0119.jpg,0.21458190472512687,1
Spule001_Image0120.jpg,0.2053533027997434,1
Spule001_Image0121.jpg,0.0,0
Spule001_Image0122.jpg,0.0,0
Spule001_Image0123.jpg,0.0,1
Spule001_Image0124.jpg,0.0,1
Spule001_Image0125.jpg,0.0,0
Spule001_Image0126.jpg,0.0,0
Spule001_Image0127.jpg,0.2893504832485141,1
Spule001_Image0128.jpg,0.0,1
Spule001_Image0129.jpg,0.0,0
Spule001_Image0130.jpg,0.17848632852151125,0
Spule001_Image0131.jpg,0.0,1
Spule001_Image0132.jpg,0.18723511085551567,1
Spule001_Image0133.jpg,0.0,0
Spule001_Image0134.jpg,0.0,0
Spule001_Image0135.jpg,0.2754519896092865,1
Spule001_Image0136.jpg,0.0,1
Spule001_Image0137.jpg,0.0,0
Spule001_Image0138.jpg,0.2969304287714276,0
Spule001_Image0139.jpg,0.0,1
Spule001_Image0140.jpg,0.0,1
Spule001_Image0141.jpg,0.20758522906877275,0
Spule001_Image0142.jpg,0.0,0
Spule001_Image0143.jpg,0.0,1
Spule001_Image0144.jpg,0.0,1
Spule001_Image0145.jpg,0.2512827776902557,0
Spule001_Image0146.jpg,0.2053533027997434,0
Spule001_Image0147.jpg,0.0,1
Spule001_Image0148.jpg,0.0,1
Spule001_Image0149.jpg,0.0,0
Spule001_Image0150.jpg,0.20103039812684412,0
Spule001_Image0151.jpg,0.0,1
Spule001_Image0152.jpg,0.0,1
Spule001_Image0153.jpg,0.0,0
Spule001_Image0154.jpg,0.13772599480464326,0
Spule001_Image0155.jpg,0.18130607476481306,1
Spule001_Image0156.jpg,0.18017006237688885,1
Spule001_Image0157.jpg,0.2836332049289672,0
Spule001_Image0158.jpg,0.4230970548545581,0
Spule001_Image0159.jpg,0.0,1
Spule001_Image0160.jpg,0.0,1
Spule001_Image0161.jpg,0.0,0
Spule001_Image0162.jpg,0.1609364285438452,0
Spule001_Image0163.jpg,0.3113778436031591,1
Spule001_Image0164.jpg,0.18541740902689088,1
Spule001_Image0165.jpg,0.0,0
Spule001_Image0166.jpg,0.4244481075285493,0
Spule001_Image0167.jpg,0.0,1
Spule001_Image0168.jpg,0.0,1
Spule001_Image0169.jpg,0.2953286073233355,0
Spule001_Image0170.jpg,0.0,0
Spule001_Image0171.jpg,0.4441933585160361,1
Spule001_Image0172.jpg,0.21458190472512687,1
Spule001_Image0173.jpg,0.0,0
Spule001_Image0174.jpg,0.19893648374305906,0
Spule001_Image0175.jpg,0.0,1
Spule001_Image0176.jpg,0.0,1
Spule001_Image0177.jpg,0.0,0
Spule001_Image0178.jpg,0.5959377603937063,0
Spule001_Image0179.jpg,0.2923152603525889,1
Spule001_Image0180.jpg,0.0,1
Spule001_Image0181.jpg,0.0,0
Spule001_Image0182.jpg,0.3218728570876904,0
Spule001_Image0183.jpg,0.0,1
Spule001_Image0184.jpg,0.0,1
Spule001_Image0185.jpg,0.0,0
Spule001_Image0203.jpg,0.0,1
Spule001_Image0206.jpg,0.8602039811539285,0
Spule001_Image0207.jpg,0.6873515615170058,1
Spule001_Image0208.jpg,1.6864393844814138,1
Spule001_Image0209.jpg,0.9655367813734936,0
Spule001_Image0210.jpg,0.5729959877328483,0
Spule001_Image0211.jpg,0.7440592028887094,1
Spule001_Image0212.jpg,1.1750310960854793,1
Spule001_Image0213.jpg,1.3213931236323435,0
Spule001_Image0214.jpg,0.8031417201757485,0
Spule001_Image0215.jpg,0.9230366370353572,1
Spule001_Image0216.jpg,1.2518283937599404,1
Spule001_Image0217.jpg,0.7754943289955418,0
Spule001_Image0218.jpg,0.8247750101973627,0
Spule001_Image0219.jpg,0.6365935759634864,1
Spule001_Image0220.jpg,1.3935959513044436,1
Spule001_Image0221.jpg,0.6903773880780616,0
Spule001_Image0222.jpg,0.38257114348258336,0
Spule001_Image0223.jpg,0.0,1
Spule001_Image0224.jpg,1.4922321609076583,1
Spule001_Image0225.jpg,1.9749340108819768,0
Spule001_Image0226.jpg,0.8031417201757485,0
Spule001_Image0227.jpg,0.6613275274476759,1
